NAME	DESCRIPTION	KrasWT_1	KrasWT_2	KrasWT_3	KrasWT_4	KrasWT_5	KrasWT_6	KrasWT_7	KrasWT_8	KrasG12D_1	KrasG12D_2	KrasG12D_3	KrasG12D_4	KrasG12D_5	KrasG12D_6	KrasG12D_7	KrasG12D_8
ENSMUSG00000000001		2267.378573	2437.954717	2119.097645	2521.661588	3608.124307	2962.955609	2811.838191	3295.515534	2677.665196	2471.287247	2776.046894	2898.841771	2825.013978	3498.360363	3476.409956	3350.944756
ENSMUSG00000000028		236.8404722	209.9023054	223.3545163	177.9463496	139.7517633	240.785431	223.5045736	167.5864859	261.9083687	204.6331416	206.2692988	170.0256727	94.74895783	130.174772	70.79390559	154.4064976
ENSMUSG00000000056		488.0412573	429.3821318	462.0731586	584.8936621	392.5403279	374.1592147	572.7485517	262.6823378	487.1448868	570.8868737	444.0133008	341.4190854	460.0094397	443.1331114	445.2160609	617.663554
ENSMUSG00000000058		63.37275272	71.52729462	101.6136383	124.3212897	449.6035365	77.87537749	181.3780745	127.6362653	232.2166281	231.5584938	190.8784001	384.1199932	419.7680537	476.1014962	311.6826278	613.2220351
ENSMUSG00000000078		1668.778202	2480.120308	1073.379804	1890.6201	2501.140882	3187.478412	2016.620419	9357.200619	2463.635557	2294.65505	2300.33804	5894.022212	4525.280666	7467.808736	4569.01553	4672.592696
ENSMUSG00000000085		510.7780424	552.5024161	546.348272	499.5982347	517.599912	642.9333785	471.7871207	413.5538403	488.598882	563.9325162	651.8449981	497.2268975	726.8533304	533.7927641	580.9419332	458.4586323
ENSMUSG00000000088		2589.986283	2284.223535	3063.376638	2529.98615	2944.636432	2410.582827	2107.478662	2703.794215	2911.747512	1880.181124	1802.726041	2805.744571	2429.846413	2549.070046	2528.266973	2544.067775
ENSMUSG00000000125		66.08003962	47.79424044	52.7851713	67.59878085	11.45868455	41.59246988	114.962944	70.78312248	24.4218685	49.35918797	26.39201571	26.66252514	21.71158665	25.94457187	22.15474161	55.48951616
ENSMUSG00000000127		157.3399004	149.5760281	151.145018	189.5126618	112.1021011	186.3214883	169.2366587	123.5290274	144.9965383	142.1366477	155.7631518	122.2842343	113.3192864	161.0302804	83.76783928	158.8134812
ENSMUSG00000000131		889.7570025	1062.683931	594.8939096	592.7039089	989.2120541	1037.858869	827.9936219	1036.26051	838.4970429	1024.045276	936.9297328	756.9076207	747.8382843	899.90094	699.1121244	685.0067436
ENSMUSG00000000134		375.8925497	368.3875034	271.913403	269.7076322	433.9924972	285.4483924	468.9415505	564.2761385	192.3858184	329.1705355	284.7864977	527.5494417	337.5131252	339.4796864	568.6539835	160.6309122
ENSMUSG00000000142		2449.856128	2510.449262	1887.427848	2405.65445	1049.42347	3112.87142	3991.516741	2043.634762	1333.11639	2963.41056	3090.020186	775.8482657	2103.471345	1402.998951	1654.842861	1676.814735
ENSMUSG00000000148		136.2053369	113.1912903	148.8616063	165.3356578	59.44405279	132.9668033	153.9347855	37.21558976	160.8949988	186.409484	125.7302729	104.1170887	114.4687612	92.36258641	54.8597609	91.17979334
ENSMUSG00000000149		276.387104	228.7046444	279.8402851	512.4673777	456.4106963	240.2722657	439.346854	417.2511712	263.1770968	523.569103	337.5556896	317.535546	359.373256	367.7635249	431.6862904	345.5731738
ENSMUSG00000000154		293.5519864	273.0722959	220.1986341	361.3904935	190.588655	217.3536467	272.7029754	208.8661398	343.7061465	277.30293	186.7850378	350.9130382	359.8114273	227.8391687	228.7976115	265.1811945
ENSMUSG00000000159		490.463105	548.9488405	449.2389967	367.6999078	368.8384065	414.8098452	439.8426393	614.9316458	475.5398946	381.4056063	417.9779632	630.6913202	590.3026564	750.5968759	354.3574858	540.3948974
ENSMUSG00000000168		1049.386988	935.9718652	970.5525671	858.5722216	1016.650632	1011.383557	882.2711861	915.8851547	1050.168473	854.6333301	1032.861043	925.1945856	890.7215373	1004.849337	1297.44267	1105.350941
ENSMUSG00000000171		2682.31896	2720.143273	4081.405901	2321.19874	3647.860109	2891.814034	2117.517076	2752.279325	3194.584081	1882.466962	2429.601346	2734.116353	2702.358955	3227.160285	4324.77802	3172.007539
ENSMUSG00000000184		2792.583634	4982.289311	1992.990328	2076.607878	1636.256484	4188.985478	2530.590874	2272.776573	3302.374083	5113.137502	9031.587899	3482.792241	5246.409231	4031.059884	5373.084697	2541.555386
ENSMUSG00000000194		475.2373509	518.1401818	456.9673227	637.2874681	725.1743502	767.3145637	535.7590891	820.7793228	545.8070929	533.6073645	526.0703802	592.3375171	651.4272097	997.4948939	629.7053706	745.813917
ENSMUSG00000000204		1089.677284	2128.78699	410.6819548	182.3459011	47.92232731	2550.072152	848.2580067	2524.521381	275.1042702	599.1280661	231.0091484	312.1551737	335.8341869	1091.438934	46.90211815	317.229512
ENSMUSG00000000216		84.52907553	127.9278724	76.38099545	32.51269679	2.520725325	167.0647426	39.23339096	70.58708801	110.9947368	24.47056789	88.60693957	108.204987	73.12462679	114.6219119	81.96728926	21.19818357
ENSMUSG00000000253		158.1129731	215.128184	266.8545653	219.9922737	225.4734289	330.542787	175.9344768	129.5316261	80.62850108	221.6449689	220.5905218	158.5164749	97.51254337	275.3880283	132.2628813	76.97535159
ENSMUSG00000000266		350.1369653	403.8117853	200.0655226	315.7105073	209.5422168	316.4761111	282.3896438	359.5282674	277.0394668	286.0921438	347.262692	268.3273758	281.7039784	310.6725313	374.6390262	204.8568656
ENSMUSG00000000275		1762.214208	2527.553958	1234.03188	1510.139829	1391.794169	2563.348563	1964.62305	2380.117168	1427.494533	1893.269237	1523.589744	1584.255504	1552.757712	1927.423554	1272.87956	1745.287586
ENSMUSG00000000276		63.49786839	91.24125506	76.46738675	90.3044808	131.7269492	94.99519328	110.5361538	128.5998542	65.54479305	99.71186938	125.6281353	92.62128763	131.3627297	137.7095413	163.6091429	94.68491364
ENSMUSG00000000278		504.8847054	722.6911617	450.4502196	764.6793142	1303.424533	841.9826607	670.8784867	705.356821	449.9304559	826.9740117	497.5294582	741.2896061	690.3261233	1000.888554	782.3701346	585.9669184
ENSMUSG00000000282		334.2161191	371.8463469	232.1410818	253.1453841	358.2380562	357.8759953	474.5049422	494.9327755	223.6657969	266.0716066	426.1765531	319.5886478	366.3115635	348.322504	698.0405764	275.3934847
ENSMUSG00000000290		89.60982614	64.84058033	52.36442231	284.8593281	162.4216817	36.66760838	157.4613566	136.9355936	69.47309193	362.3700621	138.6581423	138.3656692	38.63743927	30.33736261	27.93202049	32.25484908
ENSMUSG00000000295		184.6851442	259.9591547	245.5169489	162.653539	555.8423125	194.3056359	281.4186595	323.7258376	176.9489847	169.1744118	217.6626701	217.0859693	238.0034552	403.3443478	386.3157136	344.2755251
ENSMUSG00000000301		45.03894658	48.7608355	102.0015077	44.02572181	84.13294182	59.75796877	27.06859078	46.67215299	53.05306813	36.31358515	26.33354059	50.52125012	28.89336018	43.34191583	46.20267411	33.42572555
ENSMUSG00000000303		10067.92009	11935.87549	8542.486778	10723.31589	12468.16781	13321.65444	8933.9122	19174.92765	10316.63597	10360.14002	10601.90891	12272.52993	12694.07953	13735.98646	13727.46457	10913.95906
ENSMUSG00000000308		6211.703666	6193.791588	5026.557162	4680.467064	4016.096715	5872.942812	2116.524969	5043.683991	8351.268161	3192.949353	4075.486182	8068.559939	6595.407241	6771.179882	5931.223191	4379.483935
ENSMUSG00000000320		170.2950393	226.2348785	81.86423342	755.6644939	101.4572887	375.158578	557.6416875	100.7899065	67.47841409	733.7064688	327.1972513	358.3107724	192.9732007	82.23935431	38.33751454	143.070284
ENSMUSG00000000325		72.67274605	51.88075762	112.4418852	115.6879493	95.67283677	19.24217484	159.5563089	66.43526752	53.16590588	124.1102655	68.94491877	21.59500909	85.8046925	7.080580257	81.22130379	25.07814591
ENSMUSG00000000326		1107.093854	1064.355052	1176.909597	1040.692747	965.0304981	1119.802171	1122.25941	1140.896904	956.0099909	1189.292792	1016.30508	897.7938815	949.6387618	956.2961595	969.6678553	800.6173056
ENSMUSG00000000339		305.804225	389.1742362	370.3150521	264.8701375	713.2406007	459.9333722	344.488078	438.8420904	358.815546	271.945801	443.7777147	437.3030003	349.3279018	463.4178822	633.9406166	519.8339754
ENSMUSG00000000340		270.8911324	333.7529021	292.703252	227.7612039	373.448416	312.5046674	309.3519298	301.3056233	272.1602883	210.0452971	259.6322526	229.2202473	258.3096662	297.1538272	442.6459159	243.7926412
ENSMUSG00000000346		2491.443137	3093.097751	2966.935648	2645.471127	5437.011048	3102.544038	2730.287728	4515.070972	2746.623579	2357.217988	3177.120713	3402.77267	4115.151383	5005.262568	5996.32105	3766.277915
ENSMUSG00000000355		228.9355656	265.4576764	325.2761678	230.1261777	244.2455849	265.3823212	237.7816953	275.0791693	193.1775994	229.8406131	255.4303774	225.8733078	280.5782482	301.2421841	249.7055637	304.2712276
ENSMUSG00000000374		1070.307987	1316.263412	724.3721206	819.0391454	1131.989334	937.2480047	732.9132408	1378.57287	1238.505748	811.951653	1355.962018	1278.079483	1338.403568	1821.002629	1524.297031	1187.719612
ENSMUSG00000000378		317.5256494	384.434898	370.0734815	389.8849622	257.4529033	332.2759535	302.0200459	354.3665927	355.7114874	381.1517886	347.811855	405.7857714	287.1293928	342.4868242	245.904335	291.0808992
ENSMUSG00000000384		812.3787618	847.1163523	565.7771679	556.3631961	916.0132384	845.2363028	827.8707214	819.0832105	905.4765156	619.5404606	881.6288539	934.5011036	731.1791152	879.6948577	844.3139561	731.5533217
ENSMUSG00000000385		4769.607473	4268.533237	5212.498264	4135.785228	3971.665827	3257.250356	3609.439984	4158.841489	5117.029764	2720.434223	3690.260778	3817.981862	4149.440794	3794.451453	3687.19626	4465.41864
ENSMUSG00000000386		130.5140931	811.4446098	77.09177746	44.89021168	4.199748665	1148.151849	383.3124513	450.1338853	13.08013494	134.4693048	173.9556841	24.79458325	31.84952486	339.5088907	0	76.60781496
ENSMUSG00000000394		98.64748432	126.6756856	98.23918997	71.09515976	99.565103	111.0213463	40.44268144	72.39023328	113.1866242	26.31770296	32.97335156	119.4061648	106.5691519	187.940437	60.67232593	125.6879565
ENSMUSG00000000399		825.0704988	820.6238814	978.4032074	569.6407329	946.8315988	914.1686269	586.8222937	841.9835126	865.5671739	633.6991469	548.2772583	736.5764624	673.5364992	859.3241821	577.1529757	702.5960671
ENSMUSG00000000409		41.99875694	28.64127615	43.74125097	99.28411428	40.1648236	49.07033636	141.9900085	50.6221255	36.31559962	110.6081256	47.56962395	26.2493777	26.45074527	35.35403511	38.39023327	59.20362267
ENSMUSG00000000416		35.29013964	53.62739183	134.6851912	37.85729212	79.88643227	13.20606349	15.96394518	13.58055714	42.85471356	76.56342321	27.28927305	34.86178551	47.23727725	14.87178658	77.74784194	17.36009794
ENSMUSG00000000420		1982.767566	1731.717043	1562.285238	2139.951021	2336.275442	2431.332389	2216.274446	2085.687662	2298.722178	2270.026824	2565.221575	2690.051016	2239.168346	2904.548664	1790.022214	2972.119191
ENSMUSG00000000439		201.5959677	248.2971875	236.3851634	198.869506	276.1188953	288.8519554	226.8986401	287.2301964	222.0166903	195.0809089	288.6509315	213.2760864	304.2011802	320.3243066	389.4154745	276.6817568
ENSMUSG00000000440		354.6383496	337.433847	383.7569162	201.9412653	420.3134257	355.3971886	325.1466904	503.7167198	482.8627081	225.7170937	416.6052621	481.2207757	464.2052537	651.3597244	980.7604446	651.7289897
ENSMUSG00000000441		851.921865	1175.834372	825.9813213	847.792084	997.3205915	891.21497	1004.73021	922.675529	815.4049812	791.4682137	941.8625949	1198.418379	871.906792	776.5118796	769.782631	807.7364618
ENSMUSG00000000489		45.26286848	41.57123853	86.24842884	160.0869537	136.1807586	80.64274286	165.7023493	98.0920118	56.91297282	240.5645604	159.6530971	139.1120822	252.6366684	110.709758	150.7062151	159.2835783
ENSMUSG00000000530		91.85749038	59.01351087	78.77508825	182.3480684	74.693539	133.1866853	45.31168799	30.10485407	146.9453635	142.3929816	110.6951267	73.40300032	108.0852377	126.6365957	99.04789632	80.42997291
ENSMUSG00000000531		53.05056139	49.87251896	75.18175436	74.90770203	63.62080463	35.57317543	53.21667473	58.16948709	88.34598895	103.771174	118.9674978	130.4892083	170.1992242	77.78937378	141.3738776	136.8694103
ENSMUSG00000000532		698.1368276	750.1013384	680.4201211	680.0343583	746.014714	680.9189567	536.1939367	760.3723011	749.1168274	539.781567	684.9589317	719.3145372	814.9732297	837.7840914	917.7685038	714.9098329
ENSMUSG00000000538		347.6205987	413.5387299	219.5563006	299.3507278	226.4887482	271.1044383	353.9690235	270.9022027	362.6831312	303.116773	394.4015736	612.7210906	404.7722347	488.1132221	381.7427185	334.9356628
ENSMUSG00000000544		5922.863331	5773.981314	5046.673092	5327.085037	3934.094881	5881.690679	3909.243423	6350.595346	6552.534981	4549.795333	5058.91649	6690.440092	6296.936809	6644.581606	4667.279272	5453.989507
ENSMUSG00000000555		183.2537826	200.8309239	144.2659193	320.5336193	311.6771066	160.1785172	334.1361556	230.58132	187.0492579	317.5328661	249.1579747	1410.891025	134.0739226	112.733682	154.0366226	167.3808169
ENSMUSG00000000561		775.7457417	771.0116735	855.2038779	752.7972454	725.3670545	783.9937502	711.7296588	503.6010427	1053.815176	842.8286556	1008.91669	932.7006237	784.895002	577.8749504	599.5916931	812.2395288
ENSMUSG00000000563		3003.823021	2672.725147	3909.458055	2808.151449	3274.13186	2814.876032	2571.867927	2694.177795	3370.436237	2303.675299	2128.475109	3114.030629	2436.74849	2545.637176	2702.481183	2808.932497
ENSMUSG00000000567		983.1343326	1105.853811	1199.038545	1161.697891	805.4301325	1317.247865	1175.276723	850.9130812	837.7861224	1294.416794	1431.077886	735.4075753	1322.272371	1117.908526	1098.463674	1233.918312
ENSMUSG00000000568		1756.107902	2112.186777	1619.180657	1383.905393	1790.039162	1975.799499	1549.130622	2205.433625	1824.506831	1224.809297	1945.485454	2291.365523	2018.244259	2007.26054	1491.411695	1551.149592
ENSMUSG00000000581		439.5485823	543.4676836	687.1865917	498.2750316	761.5952453	373.450979	288.5215307	567.3315239	666.6611934	430.1299934	574.2782441	450.8429303	730.8720033	790.5635519	811.8069497	524.7069325
ENSMUSG00000000594		269.617671	241.0034295	234.8235838	457.5805702	249.2944414	205.2378208	313.1997601	264.0730474	212.0954904	533.9907903	339.4329467	276.813788	197.3368928	156.2832657	174.7035818	142.1835314
ENSMUSG00000000600		248.001425	157.9242844	213.6961067	197.1348408	147.0138184	251.8237003	218.0428972	171.1931589	235.5103459	272.4309393	208.5730381	162.6941093	197.6603822	194.6538135	136.5728867	211.2047784
ENSMUSG00000000605		742.6314408	580.1798672	788.1022974	869.2514536	711.6645426	626.5646466	697.3052212	739.6273006	781.4946215	800.5278001	618.0864397	757.5374914	899.1911499	607.7468143	826.1165123	748.5268195
ENSMUSG00000000628		3874.771907	4669.466159	1461.945022	3635.534479	1204.190102	4427.767138	2589.784287	3409.397346	2264.589859	2833.557827	2184.163269	3524.936858	2605.652033	4887.049871	2352.758175	1679.219367
ENSMUSG00000000631		2352.55336	1793.296627	877.3510657	1897.13661	983.8803502	1254.400088	1095.110784	1849.964732	1756.51878	1830.935507	1712.251921	2165.088482	1721.239381	2180.207117	1004.709681	1997.05385
ENSMUSG00000000682		89.45785706	55.00403629	74.32340321	194.8397162	33.21400748	35.47221754	91.2893485	63.62422334	51.42116603	263.7652297	74.55039713	69.87414288	42.86637869	32.86970872	17.03798732	31.21965294
ENSMUSG00000000708		250.5207099	384.9279345	359.6228409	460.6061528	324.4241299	551.7724282	307.0303043	495.402023	300.5640206	419.4109586	437.3119706	391.078882	402.7649892	514.4789943	193.5023637	438.5177141
ENSMUSG00000000711		659.239572	600.7931852	725.6275061	902.2351925	575.6315178	657.7270754	841.7757226	546.2129332	714.9365766	808.5926976	719.4263077	685.8959601	830.7893851	656.7537119	757.9314667	685.1106735
ENSMUSG00000000732		104.8566674	119.9430334	104.0203252	78.09972415	64.87249263	112.748381	58.54814528	99.11110677	101.5450163	96.71625536	103.9088067	114.9540086	93.88133004	116.902852	75.82935586	48.27447275
ENSMUSG00000000738		626.6041753	834.042217	708.7036504	653.8175388	449.3507397	536.2565638	584.232727	647.0098855	799.8822218	663.9862693	741.5780366	755.3687132	785.9456065	593.051184	625.5667508	764.3546672
ENSMUSG00000000740		2135.659704	2333.503957	3581.415432	2013.270199	3400.106964	2364.147309	2145.236811	2906.579616	2576.867681	2033.156483	2083.094888	2588.229667	2767.655084	3142.484886	4659.091136	2774.032017
ENSMUSG00000000743		1623.639681	1853.449076	1990.360063	1614.59597	2233.818849	1550.783726	1409.076781	2255.21358	1922.294487	1448.77074	1842.659699	2284.052755	2561.958744	2480.987464	2926.584405	2150.499756
ENSMUSG00000000751		894.9738291	883.6021769	884.8810497	1027.197095	976.2006666	1170.936189	1137.764517	737.3969489	948.6414888	919.2323463	1158.3884	801.1622798	714.1598222	881.5107406	534.7697116	772.7581535
ENSMUSG00000000759		498.7839001	345.3721027	486.1992565	214.5399532	270.5833319	558.6583131	402.9084012	363.8346717	439.5068496	266.0228118	441.5812248	452.2049055	485.1507118	333.6208137	423.5360222	678.0121348
ENSMUSG00000000776		187.55344	196.1336244	184.9248878	223.8943478	218.972783	224.459286	220.9456988	182.9762902	217.950432	182.466703	166.6444259	250.883189	217.6720497	243.0383482	148.0816359	188.3024942
ENSMUSG00000000782		410.6180672	477.2965161	408.1812588	510.2991568	542.6933374	525.5600445	671.9454953	698.2955638	374.5675396	518.6919721	621.859457	423.1844369	638.1153061	660.419866	720.0714467	571.5366639
ENSMUSG00000000787		5836.480586	5615.054109	3645.916424	5525.131867	5451.658961	5139.720263	5675.811853	5909.883976	5228.301157	4773.129499	6769.436906	7253.929559	4637.014798	5144.246612	6835.657759	4912.25575
ENSMUSG00000000804		286.8434601	401.7322364	291.301505	625.8822821	186.4392571	228.0551943	520.5550349	255.1056395	499.0067185	337.365059	237.7591799	416.7050805	310.6635843	452.9299853	421.3182017	153.922074
ENSMUSG00000000805		881.515581	1529.713323	342.3812541	2241.989289	93.34305838	1398.462519	367.0565112	735.4891015	2554.922348	545.7997209	624.0047288	10520.49893	3549.398492	2146.807236	995.0087704	981.0114017
ENSMUSG00000000811		129.1609842	221.7005371	181.6956796	138.2211189	433.792752	197.7156776	154.840111	374.9231807	140.4175224	124.4998532	264.3605437	254.0481435	322.845628	365.1745573	357.1531396	278.2675239
ENSMUSG00000000823		227.8251085	269.7901992	105.625902	195.0256742	112.0156432	122.6240906	228.9187355	141.1971906	161.8344136	175.0580856	135.8506372	198.5738532	104.3261261	126.0844065	74.75202268	54.91189081
ENSMUSG00000000826		1336.834666	2051.136393	1312.022671	1439.4044	1610.534783	1765.41771	1715.758749	2403.589822	1517.904954	1578.567316	1936.981586	1644.857771	1939.708803	2442.937245	1791.756387	1636.892654
ENSMUSG00000000827		668.58722	730.1644711	900.1834196	665.3481598	747.2039148	770.5488958	768.7113539	954.3002869	699.2164691	696.5338513	701.4994939	873.2205457	903.5336257	1006.699195	1027.099834	877.0822904
ENSMUSG00000000838		662.8090384	778.9102758	614.3247748	645.845412	664.4653552	933.0598342	726.8360568	893.0989535	768.6949227	729.3338935	780.372436	600.1550541	672.1491762	775.0938574	631.3094941	736.8460748
ENSMUSG00000000861		152.7454798	156.6377265	169.3642233	162.2515479	131.011737	219.267488	192.871234	98.86623572	159.5179691	185.3777412	116.707872	166.4185402	126.3638606	141.773735	118.5743043	189.0000946
ENSMUSG00000000876		146.8850808	231.9496364	165.0670696	173.4856961	165.9970174	207.1748692	123.6767275	146.8682624	149.3464834	97.48408359	114.6834762	199.4729058	210.2241919	216.6389687	180.2569387	164.4075315
ENSMUSG00000000881		674.6316951	683.4708388	578.7586408	426.6576039	357.1793437	821.5054241	634.9386951	874.2236791	700.4762604	489.8737426	659.5476952	600.6434727	706.0678421	953.2149884	458.081335	492.463697
ENSMUSG00000000884		15.67165644	71.37272853	103.9544236	90.18095556	68.93714315	52.76725735	74.87753074	16.03617237	38.27708511	40.49684947	39.91322959	52.71049069	29.82177594	42.2161818	82.6121097	26.49134537
ENSMUSG00000000902		655.1335511	590.7061601	633.9338614	697.3901152	407.5812312	774.1311208	732.3123132	556.0373621	677.5169737	695.2635611	585.8516861	592.6460931	529.4426017	476.7518105	429.9806059	565.4036841
ENSMUSG00000000915		796.9588941	1399.489078	913.8139775	561.7628221	435.3559926	1002.332727	537.4738062	1174.421715	778.6082565	455.4874112	957.2827384	808.9864925	1178.178152	656.8298162	937.5013594	918.0216878
ENSMUSG00000000916		82.99306031	76.72756175	143.3855852	55.52328657	114.925288	61.64707674	122.4574148	115.9853208	171.2590727	100.354712	117.402501	79.68905188	92.53450008	38.76026457	58.40259813	194.9044741
ENSMUSG00000000934		109.4159699	126.8727685	137.9897205	107.0093427	120.2096639	156.8825971	81.34036584	121.3443286	124.5339487	94.2212984	116.0312145	115.6732898	137.9871097	155.7276181	121.602621	136.9585752
ENSMUSG00000000938		488.9229567	361.0965012	704.7177184	663.1948657	866.3249669	453.100464	949.9179127	487.5131893	505.8646791	611.6144656	421.4223815	365.1539307	844.6751191	681.7476167	674.1966919	1147.364316
ENSMUSG00000000957		946.8655521	1127.854139	932.0434056	2136.061009	1367.082217	920.8387947	2028.937526	1366.974829	710.231914	2179.626282	1598.906428	1191.394433	1668.303175	1026.899154	1399.613657	1266.660898
ENSMUSG00000000959		427.5108783	447.9271722	573.3273955	430.3905279	548.048286	483.7492343	326.1542481	500.4145618	476.1709714	301.5310814	429.3429242	302.0087252	440.2752709	423.321732	577.6380627	400.5602396
ENSMUSG00000000976		394.9753833	175.4353598	283.8634086	261.304079	71.86676097	265.3956697	186.9721442	98.71816643	202.6232976	273.2197729	243.5633895	121.3440515	234.4937682	222.0232982	96.79394809	158.7964743
ENSMUSG00000000983		938.5131672	949.4169642	1128.536602	2509.506458	379.7388484	971.2545921	836.6752768	1369.228616	677.4730286	1955.546161	1457.09257	483.5294922	2043.663057	2011.400338	1402.007513	1200.447365
ENSMUSG00000001016		387.1397263	467.4092369	575.5778344	545.2799696	425.4239585	510.9347071	465.2018965	510.7547275	438.0170432	531.7618314	436.3716497	384.3817142	430.3630981	427.6951239	455.9384717	432.0561609
ENSMUSG00000001017		1337.062986	1172.733983	1274.786633	1258.191793	1517.087933	1305.196103	1349.027626	1367.607041	1195.757114	1449.441282	1173.186508	1204.667018	1304.246368	1248.12856	1233.68904	1221.962901
ENSMUSG00000001018		207.3298261	247.4379775	279.0886886	216.6864535	348.3982269	323.8707206	317.5309317	319.0570421	239.730955	190.1282455	241.0495864	170.8320666	344.1163451	334.1701778	337.1066873	363.1549898
ENSMUSG00000001020		23.17485919	13.39231854	26.83758223	39.02505433	34.81701263	2.300304049	27.42244848	10.36245553	38.82255583	78.16432409	44.1284501	199.784593	9.70288837	6.371654081	22.28269786	11.19647334
ENSMUSG00000001034		132.9887213	137.0045699	103.8732949	146.6847695	76.07087497	158.0537252	205.7903833	67.8931466	232.3734612	158.4116707	193.8667168	156.1011318	81.34720763	69.80314227	240.6813786	103.0896791
ENSMUSG00000001036		217.9820364	217.780565	248.670823	284.4526782	302.5298365	179.6142559	439.1970403	296.8987042	237.9660116	307.575155	340.6234406	395.1172903	482.3814671	241.9975063	234.1885909	227.7300663
ENSMUSG00000001039		81.92252239	72.65666282	132.0479399	73.26362201	31.87525223	76.94769022	81.14718537	66.81107875	76.6235429	81.86239058	63.18815608	52.14089217	59.90530046	27.71438658	35.28437353	41.09853038
ENSMUSG00000001052		651.390497	525.0188023	411.0126709	651.7611331	468.9401297	623.7877028	590.8307268	522.8033194	468.945078	685.2723332	558.8404811	493.8739152	389.7681456	461.1926586	729.2876526	362.50708
ENSMUSG00000001053		310.0875328	375.0378973	372.9151888	305.9709023	293.4521292	426.3028866	320.952092	327.1346911	387.5295302	350.6402457	357.8345104	460.4431484	336.8947104	323.0036833	270.965028	316.3734161
ENSMUSG00000001054		247.6075681	316.919377	204.3644622	215.9331202	360.4736649	356.243581	207.0437736	258.3290809	251.0854638	220.8883592	277.1897338	309.6096727	363.6129108	308.6611021	372.2027255	233.2582309
ENSMUSG00000001056		1209.567786	1106.873867	1421.00016	970.0079771	1501.417197	1169.325483	1087.279101	1227.450712	1221.911128	990.6196251	1100.848428	1217.766706	1178.748738	1245.503826	1208.963371	1274.857604
ENSMUSG00000001062		70.01198452	150.354412	163.501047	89.75959563	202.2245531	53.49369506	88.04001308	131.3665937	99.06455128	111.5871832	98.77372228	97.05512715	87.36703316	53.42047636	75.980313	164.5999439
ENSMUSG00000001065		177.7035572	111.1237632	96.6369991	117.5390968	66.12343044	110.6187779	61.59940327	51.23203262	135.4743895	118.6044181	96.0782076	93.05713938	75.87121533	107.4954216	99.66263587	123.981921
ENSMUSG00000001082		257.602256	428.5118901	349.7291797	300.8714009	420.2865192	340.4746949	364.3664169	433.8841407	274.0373103	302.9077388	394.8111995	256.344137	314.3085039	404.5104313	365.3047517	206.6708524
ENSMUSG00000001089		1164.806361	1186.071494	776.6226325	1004.675524	928.1390663	1010.765699	868.3263206	1624.458246	1137.648794	1048.788042	1328.91767	1083.389754	1090.183228	1224.696434	1129.91239	1136.122532
ENSMUSG00000001095		284.4778538	361.5360358	103.7930026	429.9471827	46.03370555	228.2354381	75.29229228	129.6218085	416.7007784	91.04291509	169.6847033	1173.191156	546.0901747	288.884859	269.4565129	245.0098832
ENSMUSG00000001098		1162.749593	1182.659383	937.9982383	1279.417819	1399.80237	1291.089937	1339.332937	2002.813031	1602.61364	1256.284323	1395.492756	2125.343221	1633.125913	1770.493871	1603.447512	1931.98239
ENSMUSG00000001100		689.2139227	693.4036891	862.3922712	541.8768756	751.2084082	784.2655263	637.4198011	587.5277156	790.3916756	607.8971741	758.1789611	652.5587485	696.2860156	654.1752166	650.7599407	711.9760137
ENSMUSG00000001105		314.5119343	282.5055501	479.0213026	412.6249437	391.4225823	248.8560821	379.5085787	265.5887225	344.7248381	328.0267206	197.9680024	336.4515644	296.5639922	281.281578	332.4454131	305.4743067
ENSMUSG00000001119		354.0560091	257.212569	284.9665231	507.8728364	537.6919549	103.710921	407.5341847	334.8026477	348.9290686	582.7070375	838.6290152	859.4459608	314.6556525	170.5402894	703.9110202	378.1945032
ENSMUSG00000001123		4481.405205	7895.252859	3443.398788	2628.889713	2879.276038	9387.455827	5814.315411	9780.299141	1743.07011	4056.525152	3771.189213	2538.229148	1507.052077	4176.399717	629.4663111	3373.238912
ENSMUSG00000001127		545.2291628	522.9781079	564.1412595	455.5218819	395.1068593	434.4133567	537.470762	471.0818275	506.2305202	519.4512629	556.3608856	497.86884	641.8508515	539.7972616	371.4862756	414.5711901
ENSMUSG00000001128		76.63379417	18.28553645	30.03001815	195.8634922	43.75510893	9.41655859	87.94488893	31.00974547	19.72941953	139.4358705	25.68256612	67.23207477	16.94481565	27.71951088	12.90253076	50.69204286
ENSMUSG00000001131		29.32350534	21.09026059	39.4388278	147.1733413	176.4903406	39.30181575	95.75110321	35.71485021	24.23784892	110.2768586	53.87956741	299.6345964	42.21606	42.25634446	22.52332701	23.31979113
ENSMUSG00000001134		165.9645898	175.3336636	149.6207449	131.3881936	131.5612238	104.2221531	146.3645791	170.7696509	179.7672151	124.395107	119.9152259	181.2390603	152.7446803	182.0792811	177.9855905	202.196927
ENSMUSG00000001138		197.5368308	312.8459074	210.0332216	258.4626405	167.9101768	202.9841152	127.2865474	237.9972313	321.0953284	245.5055016	256.8004694	132.046931	143.244924	185.4711539	239.2372782	284.2912614
ENSMUSG00000001143		149.4225935	95.63331209	131.9302176	166.1726131	63.35238166	92.31245444	114.4834969	73.71490557	107.3300222	179.1515631	78.03586313	58.75590541	75.73722057	75.83539163	57.83051767	80.15535814
